id_cliente,fecha_compra,monto,categoria_producto,ciudad,metodo_pago
c2507275-d8ba-4c50-9a37-599901b192d1,2025-03-24 10:43:15,217.13,Electrónica,Medellín,Tarjeta de Crédito
48e69320-cccc-4613-bfb9-de32f4727886,2023-10-09 14:20:35,82.84,Hogar,Medellín,PSE
8315ba4c-92c4-4cc5-8d56-5e4422d57793,2023-11-10 19:41:05,303.94,Alimentos,Barranquilla,Tarjeta de Crédito
c8501e4f-c2c3-49d5-85f7-b08c2870dc55,2025-01-12 11:23:30,63.57,Hogar,Medellín,Efectivo
42cd5abe-48f3-42b5-8ae6-4e764571af97,2024-12-09 20:00:48,217.68,Electrónica,Bogotá,PSE
55583f6c-fe77-4876-aa8f-95ad3e12cf83,2024-03-16 15:07:16,392.93,Electrónica,Bogotá,PSE
9c123013-e4c1-4241-8c0c-94594f779d10,2025-03-07 09:02:34,237.03,Alimentos,Bogotá,Tarjeta de Crédito
52e93473-164e-4380-ae4a-ca981c810d08,2025-09-30 22:30:02,753.36,Ropa,Bogotá,Tarjeta de Crédito
145e28b4-f38c-40ad-8477-f1d34ece4198,2024-02-14 01:31:28,114.8,Libros,Cartagena,Tarjeta de Crédito
fbeb7454-2eed-4b4f-858d-722b18642ec1,2025-07-31 05:45:37,115.91,Electrónica,Medellín,Tarjeta de Crédito
8f713e55-2e66-4d84-90d8-81caed8b386d,2024-11-29 07:35:56,152.2,Hogar,Medellín,PSE
8b8a0d68-df83-4470-b349-f61acf40cd23,2023-12-24 12:51:32,162.23,Ropa,Medellín,Tarjeta de Crédito
87f7fe1d-f014-405b-953d-230b22dd16e9,2024-08-20 08:03:13,139.02,Ropa,Barranquilla,Tarjeta de Crédito
dbee0f02-decb-4208-ab1a-e3f543d1c14d,2025-08-18 00:55:22,66.52,Hogar,Medellín,Billetera digital
a8b7ec36-9a63-4e31-a867-f1afff683871,2025-03-04 13:19:56,102.45,Alimentos,Cartagena,Efectivo
39bf4fc3-a933-4782-9013-15d7da9ddcba,2025-02-07 21:01:33,560.18,Libros,Bogotá,Tarjeta de Crédito
f045e687-9693-4248-8fa2-ea71957770f2,2024-11-13 06:54:56,759.99,Ropa,Bogotá,PSE
039ab765-55b6-4056-b8f5-ea8f2e7a1b5c,2024-08-28 01:11:34,329.27,Libros,Bogotá,PSE
47b3a0cd-1f95-479f-bd04-38c6ea01d61d,2025-08-12 14:36:08,265.59,Hogar,Bogotá,Billetera digital
1926d9c0-f3eb-40a6-9873-bb603c60c9ec,2025-01-09 20:47:20,29.04,Hogar,Cartagena,Billetera digital
d0ca6d6c-def3-41b2-95e2-ea0cd8fef29a,2024-10-22 05:17:28,113.4,Electrónica,Bogotá,Billetera digital
1714918a-2851-47ee-b67b-ffc6b191ec8a,2025-03-03 23:51:26,80.11,Alimentos,Cartagena,Tarjeta de Crédito
7edaa804-e8c1-4898-ba44-38a602b49138,2024-08-30 21:16:36,39.32,Ropa,Bogotá,Tarjeta de Crédito
ed95e39e-41cf-4e4d-b92b-8823f3782de5,2024-01-29 16:39:22,246.37,Electrónica,Medellín,PSE
f7e8490c-53f1-4e44-84f0-c9d4c33fd552,2025-10-05 21:45:17,279.35,Ropa,Bogotá,PSE
c5db7c7d-f84f-4a46-9402-ed2e191d1282,2025-09-07 07:18:52,656.41,Hogar,Bogotá,Efectivo
8050de44-d921-4c9c-b57f-0c6644a1df52,2024-04-27 19:18:54,192.21,Juguetes,Bogotá,Tarjeta de Crédito
60414e12-1568-4f7e-91e7-f41ca46ba37c,2024-06-05 16:44:03,303.53,Electrónica,Cali,Billetera digital
e22cb71e-4b64-452a-ba62-a76f1661fb6b,2024-02-02 05:11:40,254.71,Electrónica,Bogotá,Tarjeta de Crédito
fc908005-82f9-433b-ac73-ae0e9e379a1c,2023-10-28 09:48:53,403.43,Electrónica,Barranquilla,Billetera digital
9d3817f0-f9d4-4f83-8816-5475612bc12e,2024-02-14 09:42:03,481.39,Hogar,Bogotá,PSE
1ceb72b9-172e-4599-87ca-fdf081c671b8,2025-01-31 18:36:35,467.94,Hogar,Bogotá,PSE
6fc4d456-6163-4aab-a3b6-eab4d0ac5c3d,2025-07-26 18:10:19,416.94,Electrónica,Medellín,Tarjeta de Crédito
a6a11794-8dd0-4890-93ff-44b5fbe098dd,2024-01-09 18:57:59,305.99,Juguetes,Bogotá,Efectivo
4f9f8059-cc02-4916-9a4a-e5103dfa0714,2023-11-16 06:02:12,618.33,Electrónica,Cali,Billetera digital
4f522d86-0fc4-461e-92a4-b7def69deb76,2023-12-06 02:27:29,246.07,Juguetes,Cali,Tarjeta de Crédito
807f7d62-3313-4ac1-a23d-41ccdb1078ba,2023-12-23 13:53:49,104.26,Alimentos,Medellín,Tarjeta de Crédito
d3afc94e-fcfa-47d7-a93a-4cc1c9761ef0,2024-04-11 09:51:02,287.53,Ropa,Bogotá,PSE
d1a94642-24a4-4bf8-a2fd-5d2c8eed41cb,2025-01-12 21:09:12,155.55,Juguetes,Medellín,Tarjeta de Crédito
72fc5f0e-117e-4608-a714-2e41004ab211,2024-10-24 14:27:11,276.17,Electrónica,Bogotá,Efectivo
44d34659-01cd-45b6-b53c-bec02bdc771e,2025-07-21 21:59:35,262.11,Ropa,Cali,Billetera digital
e4627f31-3a2a-4da1-94fb-b304d088a307,2024-06-27 23:27:20,201.83,Juguetes,Bogotá,Efectivo
ff3dca3d-87ab-4e39-b58c-af8993125f3e,2025-06-05 06:22:28,378.1,Ropa,Bogotá,Tarjeta de Crédito
04fe1aa3-3eec-416f-9890-8437208ccaaa,2023-12-16 10:11:37,285.32,Ropa,Bogotá,Billetera digital
8315ba4c-92c4-4cc5-8d56-5e4422d57793,2025-01-02 12:38:20,41.56,Alimentos,Medellín,Tarjeta de Crédito
30182d00-b717-41e8-a34b-f72265d23de8,2025-07-06 13:01:37,74.7,Alimentos,Medellín,Efectivo
9fbfa853-ab7e-4108-8553-60e03d539deb,2023-10-21 19:20:50,733.29,Electrónica,Medellín,Efectivo
50239c87-0900-4ea9-8125-4a7051bc212a,2024-12-16 22:06:20,748.79,Alimentos,Medellín,Efectivo
a5bcbdf9-c342-42e1-9b82-8279223b6c0c,2025-05-26 08:46:41,508.44,Electrónica,Bogotá,PSE
36787563-a071-4d53-b21e-d0ce3d062614,2025-08-10 18:43:22,73.06,Hogar,Medellín,Tarjeta de Crédito
22a94c93-3b63-4801-aaa3-3268cd77d399,2023-11-14 03:42:15,248.93,Libros,Cali,Efectivo
d5ccebfa-332c-4442-8fb2-fb389fb41ea1,2024-02-29 08:30:30,92.62,Ropa,Bogotá,Tarjeta de Crédito
4f522d86-0fc4-461e-92a4-b7def69deb76,2024-03-09 10:42:32,261.41,Electrónica,Barranquilla,Tarjeta de Crédito
aca10fff-6850-4337-a233-3601b037d1b2,2024-03-29 01:10:12,384.28,Electrónica,Bogotá,Tarjeta de Crédito
3a55597f-d558-4b86-a38d-e5ea2d63de63,2024-12-19 14:39:41,446.62,Ropa,Bogotá,Tarjeta de Crédito
b6ea93d3-9752-4333-ac70-8fbe3f792315,2023-12-11 11:09:38,360.63,Hogar,Bogotá,Tarjeta de Crédito
1c966129-c60b-4913-9b3e-febf87733efd,2023-12-23 11:59:52,75.62,Electrónica,Medellín,Tarjeta de Crédito
800535d3-f127-470a-83fe-897411b09d68,2024-12-27 10:28:09,355.02,Hogar,Bogotá,Tarjeta de Crédito
d4ace4ae-b5a2-432c-acd0-c8427ef49721,2024-10-07 19:27:03,60.0,Juguetes,Cali,Tarjeta de Crédito
66e4cfa4-597c-400b-92fb-6a91ba068c87,2023-12-24 16:14:49,976.68,Juguetes,Bogotá,Tarjeta de Crédito
f79a6de6-06c9-41d9-b336-5b352e90af28,2023-10-23 22:26:05,146.67,Alimentos,Cali,Tarjeta de Crédito
8efbad63-667a-45f7-8d0e-8cad30388ba1,2024-04-03 14:54:38,154.65,Electrónica,Barranquilla,Tarjeta de Crédito
35929bcc-cfe5-4f79-92fa-6fcbcf7f7f99,2024-10-23 07:52:03,109.74,Ropa,Bogotá,Tarjeta de Crédito
25084f01-6ec0-4ae1-afe6-2fb12273dbc0,2024-07-28 12:03:02,60.16,Electrónica,Medellín,Tarjeta de Crédito
1bee8500-d76e-4a30-bcc2-37739666f9e6,2024-04-19 12:56:16,106.98,Ropa,Medellín,Tarjeta de Crédito
3b12aa8c-b286-41b5-a2b2-71c2f89e969b,2024-08-04 06:51:08,144.6,Electrónica,Medellín,Tarjeta de Crédito
5cdd7d7e-d734-4399-bb94-2b0ef7a68525,2024-02-20 00:23:42,272.14,Alimentos,Cali,Tarjeta de Crédito
3e0c029a-e4ae-4c10-b8b0-9cad70770843,2023-11-17 23:06:05,226.26,Hogar,Medellín,Tarjeta de Crédito
6ae4fed1-083e-42ba-a74e-365e617f4810,2024-06-24 02:34:18,116.45,Libros,Bogotá,Tarjeta de Crédito
b15cb5f6-4ff0-4085-986e-201abad1c36e,2024-05-09 15:19:46,301.01,Ropa,Cartagena,Tarjeta de Crédito
b4e5aa25-72a3-40c7-a7f1-d4a83ef2fe6b,2025-05-22 12:43:24,222.9,Hogar,Cartagena,Tarjeta de Crédito
7d4f00c5-c8dc-4da3-8d45-f931b70be983,2025-07-31 15:57:58,148.07,Libros,Medellín,Tarjeta de Crédito
97e62277-a73d-4b0b-81a8-533652c70b40,2024-05-03 11:17:18,345.11,Ropa,Medellín,Billetera digital
168ad421-8de5-4262-ab6f-bc018b150c92,2024-04-13 04:53:24,34.55,Libros,Bogotá,Tarjeta de Crédito
9643cf74-af4b-4626-8118-d96e8611c50e,2024-02-11 06:45:27,323.73,Hogar,Cartagena,Tarjeta de Crédito
29f0595b-83dc-4aea-88ae-43f8e8809aaf,2024-07-18 18:47:25,194.3,Hogar,Bogotá,PSE
2e73a3c3-8705-4ddc-bbe3-401f83d654be,2025-06-27 22:41:48,738.36,Ropa,Medellín,Efectivo
029cbc9d-20e1-4de2-9131-25b02cb5eae2,2024-03-03 06:23:57,42.55,Ropa,Bogotá,Tarjeta de Crédito
4d0922f5-ac44-4b6e-9d7d-91720c3a7104,2024-02-20 18:12:58,277.55,Hogar,Bogotá,Tarjeta de Crédito
281c0e4d-8aa3-4cfa-8991-8692fab3a950,2024-11-18 20:08:15,464.01,Electrónica,Bogotá,Efectivo
a17da63a-d6f5-4795-8a44-9adae7e65e65,2025-02-16 06:18:13,210.53,Libros,Cartagena,Tarjeta de Crédito
aff9000e-3318-4a62-8ded-6bcff9e9009e,2024-12-12 09:48:12,208.73,Ropa,Cali,Tarjeta de Crédito
3c850bc7-3185-440d-8be4-0b8f2901519d,2025-04-18 22:05:03,112.02,Hogar,Bogotá,Tarjeta de Crédito
db67a332-8e03-4e34-8463-14baee704a60,2023-11-29 23:08:34,295.95,Ropa,Cartagena,Efectivo
dee9df2e-f78d-48ef-8ccb-059f192691c1,2025-03-11 16:17:37,598.4,Juguetes,Bogotá,Tarjeta de Crédito
61214ba3-4559-49c6-bbc0-0f153f08f48a,2025-05-15 04:40:48,464.61,Electrónica,Medellín,Tarjeta de Crédito
c86cf2b6-ccd0-40a5-9ffb-b99c264108c0,2024-04-27 08:07:43,310.69,Hogar,Bogotá,Billetera digital
e4b45019-cea5-4a17-89e0-4e8656c9c124,2024-12-28 20:14:55,114.74,Alimentos,Barranquilla,Tarjeta de Crédito
47b3a0cd-1f95-479f-bd04-38c6ea01d61d,2024-04-12 21:48:22,299.05,Ropa,Medellín,Tarjeta de Crédito
120747fa-5f84-4e4d-8d68-9333d0383c8d,2024-12-16 02:02:27,128.35,Alimentos,Bogotá,Efectivo
3399b3a8-d0b3-400e-86a7-d6d1154a5239,2024-03-05 21:32:18,349.94,Libros,Cali,Tarjeta de Crédito
2e73a3c3-8705-4ddc-bbe3-401f83d654be,2024-04-11 09:03:28,349.19,Ropa,Bogotá,Tarjeta de Crédito
66e4cfa4-597c-400b-92fb-6a91ba068c87,2025-06-20 13:24:27,212.53,Electrónica,Bogotá,Efectivo
48d3c116-f69d-42f6-9848-edfeade35855,2024-05-10 13:34:49,220.07,Libros,Bogotá,Tarjeta de Crédito
2632b8e0-f104-4602-a11e-1e470d05fff2,2023-10-27 03:30:16,232.03,Juguetes,Medellín,Tarjeta de Crédito
aca10fff-6850-4337-a233-3601b037d1b2,2024-10-14 11:59:48,277.85,Hogar,Cali,Tarjeta de Crédito
039861e9-3945-49eb-a23b-e40797dd0d6d,2025-09-19 19:12:24,204.46,Electrónica,Bogotá,Tarjeta de Crédito
d37e2d30-a00e-4cf5-b938-31d4be0ec635,2025-01-21 15:05:46,204.91,Electrónica,Bogotá,Billetera digital
605b56cc-d77b-4ec9-bd9d-b4b75f12f5a7,2024-12-30 09:27:24,178.17,Electrónica,Bogotá,PSE
c9aaba2f-1286-4b5f-a93b-285fb4d367a2,2025-06-24 12:14:36,392.81,Hogar,Medellín,Tarjeta de Crédito
1d3f12db-60ea-4b67-a21a-3dfea6ad21f5,2024-03-06 21:48:20,557.61,Ropa,Bogotá,Tarjeta de Crédito
faf75039-8a2b-47a8-af79-a56bedfe4632,2025-06-27 22:51:56,146.62,Electrónica,Bogotá,Tarjeta de Crédito
4afaa2e5-d082-48fa-9db5-5042f019f008,2023-11-20 21:51:04,112.33,Ropa,Cali,Tarjeta de Crédito
6fc4d456-6163-4aab-a3b6-eab4d0ac5c3d,2024-07-19 02:22:22,164.53,Alimentos,Medellín,PSE
486de036-2aba-4222-a86f-de66dd12cde6,2025-02-18 17:44:27,294.26,Juguetes,Medellín,PSE
48e69320-cccc-4613-bfb9-de32f4727886,2024-04-23 19:03:01,565.25,Ropa,Barranquilla,Tarjeta de Crédito
0f617e1f-e936-4022-b714-88ad4eb76c46,2025-06-20 12:56:49,252.05,Hogar,Cali,PSE
4f9f8059-cc02-4916-9a4a-e5103dfa0714,2024-04-06 21:34:52,171.96,Alimentos,Bogotá,Tarjeta de Crédito
bcf56276-9b2d-4a0d-adc3-ac8bb99cc6f9,2024-01-31 10:36:47,222.18,Ropa,Bogotá,Tarjeta de Crédito
206b5f28-d62d-4db8-bdfe-eb6296df623e,2025-01-30 02:46:52,84.13,Hogar,Cali,Tarjeta de Crédito
db67a332-8e03-4e34-8463-14baee704a60,2025-03-30 03:05:04,98.78,Alimentos,Cartagena,PSE
90a1dad7-904e-4fab-b878-907e810acdbe,2023-12-22 04:38:46,213.44,Electrónica,Cali,Tarjeta de Crédito
b07abb04-dee3-41c7-be6f-ed930ad4fca3,2025-05-04 08:31:34,29.56,Ropa,Bogotá,Tarjeta de Crédito
36787563-a071-4d53-b21e-d0ce3d062614,2025-02-08 13:07:58,216.59,Juguetes,Bogotá,PSE
30182d00-b717-41e8-a34b-f72265d23de8,2024-12-09 02:20:42,134.38,Ropa,Cali,PSE
45ff9613-2fc7-4604-b47c-4255d8150c91,2023-12-21 23:42:18,304.67,Hogar,Barranquilla,Efectivo
a244b402-eecc-4323-8525-a5afa41cde73,2024-03-25 17:40:55,262.84,Ropa,Bogotá,Efectivo
dbf8fc9d-38c9-44a5-add0-ed740d5660b6,2024-03-07 00:07:56,233.92,Alimentos,Bogotá,PSE
58e5fd35-c60c-44fd-8529-38c65f6d0ba6,2024-12-12 10:48:34,174.04,Ropa,Medellín,Tarjeta de Crédito
a96463d5-3c97-4bb7-92d2-5020f4289be5,2024-11-01 05:43:17,177.46,Electrónica,Bogotá,PSE
78aa0ffd-11b7-4f7f-a86f-d5a95ca62b8c,2024-08-11 05:30:59,250.38,Electrónica,Cali,Billetera digital
04906e9d-4497-4098-a976-15e695880c81,2024-08-02 18:25:06,441.51,Alimentos,Medellín,Tarjeta de Crédito
02acbaf1-009c-4b84-a33f-e0821137c609,2024-09-29 04:01:33,146.87,Electrónica,Barranquilla,Tarjeta de Crédito
151ec78c-345c-4f5e-9bad-49239869d27f,2024-07-20 18:56:44,132.45,Alimentos,Medellín,Billetera digital
4e0a55de-18ab-4063-8b89-618c36cfd48f,2024-12-31 07:36:19,31.37,Juguetes,Medellín,Tarjeta de Crédito
8051d7bf-cc8a-43a7-83b4-35c72761a95e,2024-11-04 10:04:41,69.0,Alimentos,Medellín,Billetera digital
0bd244ac-ab5e-452a-8b7c-58c606a8bab4,2025-05-06 05:58:52,364.34,Libros,Bogotá,Tarjeta de Crédito
6cbef496-e742-4905-a451-6771a967fbdd,2024-05-17 11:21:29,128.43,Electrónica,Bogotá,Tarjeta de Crédito
d7a24e04-f189-4dcf-ad45-d6b23536e08e,2024-07-02 13:26:12,699.48,Alimentos,Barranquilla,PSE
55dd4d08-cb9b-48c0-9c0e-1a86907ba31d,2024-12-12 16:33:44,149.25,Libros,Bogotá,Efectivo
a8b7ec36-9a63-4e31-a867-f1afff683871,2024-06-22 18:01:19,242.63,Electrónica,Bogotá,Tarjeta de Crédito
2b4dd1ef-3673-4ecd-b1e0-1abf37199783,2025-03-09 12:13:14,238.21,Libros,Barranquilla,Tarjeta de Crédito
6ae4fed1-083e-42ba-a74e-365e617f4810,2025-09-24 22:21:51,344.54,Electrónica,Cartagena,Efectivo
3a9e342c-b947-4b2a-a87c-0d6bc8040bcc,2024-04-14 15:07:42,263.41,Hogar,Bogotá,PSE
f8c8c0db-4909-4680-be47-d21d286cf621,2025-03-25 15:10:24,250.13,Alimentos,Medellín,Tarjeta de Crédito
a1072327-558f-4351-8b89-8bb67eb164c1,2025-05-15 22:25:43,357.71,Juguetes,Cali,Tarjeta de Crédito
281c0e4d-8aa3-4cfa-8991-8692fab3a950,2024-08-21 08:41:27,316.68,Juguetes,Bogotá,Tarjeta de Crédito
f3908b51-8ba3-4031-935b-78a7e76480c5,2023-12-17 06:11:50,89.32,Ropa,Bogotá,Tarjeta de Crédito
3b51c88a-a19a-4585-9103-323a0806f3cd,2024-05-12 06:40:50,357.04,Libros,Cartagena,PSE
9194c749-18a9-4d9e-9ea2-ce30509b1944,2024-10-03 00:21:21,231.33,Ropa,Bogotá,Tarjeta de Crédito
9618a1eb-8ffb-43b5-9b8b-ef90062baef6,2023-10-10 17:49:14,190.57,Electrónica,Cali,Tarjeta de Crédito
c914543a-e62c-4f25-92e2-1ff6ca452cf6,2024-05-12 00:08:06,281.37,Ropa,Bogotá,PSE
60c72a45-b873-4e15-afa6-7a94c9762b9e,2024-06-30 12:29:08,543.25,Alimentos,Cali,Tarjeta de Crédito
eaf41c7f-857f-48ca-b2af-cc8025f27c90,2025-02-21 11:11:29,739.69,Libros,Barranquilla,PSE
a0f892b8-55a6-4b6e-b23c-005ee6dc3f6e,2024-10-24 12:43:42,684.98,Electrónica,Bogotá,Tarjeta de Crédito
800535d3-f127-470a-83fe-897411b09d68,2024-08-20 17:33:09,82.85,Libros,Bogotá,Tarjeta de Crédito
01adefc1-da24-44c7-94ef-50ba6a59a713,2023-10-16 03:30:41,102.02,Electrónica,Bogotá,Tarjeta de Crédito
c5c407b2-5023-4195-9b3e-c23383b0b83b,2023-11-28 07:00:43,100.89,Electrónica,Medellín,Tarjeta de Crédito
e3fa1195-d514-4eda-8792-45f5c4b21bc6,2025-07-31 00:36:40,84.53,Electrónica,Cali,Tarjeta de Crédito
c950c979-7a8e-4afd-a75b-a3cc215250b5,2025-08-03 02:56:29,66.93,Alimentos,Bogotá,Billetera digital
dda434b3-eaa3-4aa4-922b-9b0de0ed2977,2025-03-18 19:33:50,129.06,Juguetes,Bogotá,Efectivo
f4c4af49-5256-4f1c-8fb7-59f73c375d48,2023-11-01 15:41:16,133.06,Juguetes,Cali,PSE
281c0e4d-8aa3-4cfa-8991-8692fab3a950,2024-02-03 15:09:05,316.41,Juguetes,Bogotá,PSE
2a46c355-519c-4349-a8cc-0526a24f12d9,2024-03-14 13:43:56,225.02,Electrónica,Bogotá,Tarjeta de Crédito
a123192f-f2fe-41eb-83a2-b427068f8413,2024-05-02 08:45:15,255.99,Electrónica,Medellín,Tarjeta de Crédito
02918e4a-ec7b-4697-a48c-881fcef143f7,2023-11-08 11:08:40,190.97,Ropa,Medellín,Billetera digital
2c754b3f-d7bf-47ab-8ed5-e477f46f2705,2025-05-30 23:24:45,228.12,Ropa,Bogotá,Efectivo
3f1b2479-3918-4459-8535-3e93279cacb8,2024-04-29 06:09:45,167.97,Alimentos,Bogotá,Tarjeta de Crédito
b14c0431-1fdf-491c-9566-f944f414af0f,2024-04-22 22:21:21,240.74,Libros,Cali,PSE
22a94c93-3b63-4801-aaa3-3268cd77d399,2024-03-24 13:53:24,498.0,Electrónica,Barranquilla,Tarjeta de Crédito
c963940d-dd3f-4dcf-b717-dcce9396dc63,2024-03-22 03:55:14,109.99,Electrónica,Cartagena,Efectivo
58fc329e-4377-4290-af08-b1a423759026,2024-08-10 12:56:53,213.46,Libros,Medellín,Billetera digital
29986da4-cd1e-42c6-b310-d12286b7e291,2024-03-15 03:30:50,113.44,Alimentos,Cartagena,Billetera digital
8c45ace0-8701-4c88-8ae8-bfc0d1b36879,2025-06-14 14:04:03,227.42,Hogar,Cali,Tarjeta de Crédito
0777e3d0-3471-458a-9960-c58520ac695e,2024-01-04 11:53:35,368.01,Electrónica,Barranquilla,Tarjeta de Crédito
abcf806c-015b-4080-a941-466938fca502,2025-01-08 05:16:30,203.21,Electrónica,Bogotá,Tarjeta de Crédito
01adefc1-da24-44c7-94ef-50ba6a59a713,2024-11-02 22:56:09,51.39,Hogar,Cartagena,Tarjeta de Crédito
1514d873-83a8-4e30-895a-c3404f897dbd,2024-10-24 16:35:13,358.6,Hogar,Barranquilla,Efectivo
8c45ace0-8701-4c88-8ae8-bfc0d1b36879,2024-02-10 23:48:37,129.97,Ropa,Medellín,Tarjeta de Crédito
7d1be0f2-5d6e-4274-80b3-2705ce80ad9e,2023-12-15 11:08:51,336.65,Hogar,Bogotá,Tarjeta de Crédito
0db10545-012f-48a3-88c7-4ee3427417f5,2025-08-30 23:26:08,119.64,Hogar,Cali,PSE
151ec78c-345c-4f5e-9bad-49239869d27f,2024-06-09 08:59:42,193.93,Libros,Cali,Tarjeta de Crédito
520e1b75-8bb7-4d3a-b587-8a1f4c5c7fed,2023-11-14 18:37:38,160.48,Hogar,Bogotá,Tarjeta de Crédito
67c6d568-c532-4b61-acbb-4da859380281,2024-02-23 13:33:53,195.13,Electrónica,Bogotá,Tarjeta de Crédito
40db46ea-ae76-4cac-8c7c-183a1f2e0410,2023-11-02 00:33:25,112.79,Ropa,Cali,Efectivo
16ea0e70-f038-4795-80a3-b8bda21e9004,2024-11-27 03:23:55,1062.73,Juguetes,Bogotá,Tarjeta de Crédito
059b296e-b59d-4320-a2fe-3d4593e8fc33,2025-02-16 10:20:16,75.83,Libros,Medellín,Tarjeta de Crédito
67c6d568-c532-4b61-acbb-4da859380281,2025-01-31 06:58:10,324.73,Juguetes,Medellín,Efectivo
dd35a1fe-f3df-4dfc-96f9-5906ed926936,2024-04-16 12:38:45,350.98,Ropa,Cali,Efectivo
f7df5511-3114-4ee6-af0f-ba6f288912f2,2024-12-05 02:58:36,10.0,Libros,Bogotá,Tarjeta de Crédito
3aba31a1-9739-47f8-a1b9-6896d6192060,2024-06-17 04:21:19,672.62,Libros,Cali,Tarjeta de Crédito
dbebc1a6-c574-44c9-90b9-39654a0f4e5b,2025-05-03 22:40:10,121.8,Electrónica,Bogotá,PSE
5936ae49-54cc-4547-9e8a-20146f6d6b9e,2023-12-20 15:13:12,328.14,Electrónica,Medellín,Billetera digital
9b8a5235-9561-43c3-94be-1b509851ab41,2025-04-19 06:18:36,267.77,Ropa,Bogotá,Efectivo
0b11929a-60c4-432c-bfc8-7f818e2e7790,2024-01-25 16:58:01,374.47,Hogar,Medellín,PSE
3e76fabb-a263-4743-a7ae-4a7cf97bc1f1,2024-03-25 23:02:58,919.05,Ropa,Medellín,Tarjeta de Crédito
465d1df0-d153-4b29-9de2-f0f46a3034ea,2025-07-13 10:51:45,79.01,Ropa,Bogotá,Tarjeta de Crédito
bf58d23e-b99d-41da-98d8-71a9ec005611,2023-11-16 07:17:55,86.18,Ropa,Barranquilla,PSE
1b8109a0-6153-45c3-87e2-aee2dbd17cfc,2024-04-03 06:58:25,504.87,Electrónica,Bogotá,Billetera digital
1113ea48-f4b9-4320-b828-265f3375a304,2024-08-28 01:44:28,428.61,Electrónica,Bogotá,PSE
9618a1eb-8ffb-43b5-9b8b-ef90062baef6,2025-01-19 00:33:00,300.07,Ropa,Bogotá,Tarjeta de Crédito
d1edd3e0-49d5-4339-9a26-c146624f7418,2023-10-22 05:10:28,31.25,Hogar,Cartagena,Tarjeta de Crédito
c2ad29e1-7fa3-4615-b353-897ebf43f703,2025-04-13 01:17:36,486.68,Electrónica,Cali,Billetera digital
75c9c077-313d-462c-ac84-559d34fa1657,2024-02-17 00:27:57,466.05,Alimentos,Bogotá,Tarjeta de Crédito
eb2bd0bf-a56e-4171-80aa-9478aa812d3d,2023-12-01 03:53:10,172.62,Ropa,Medellín,Tarjeta de Crédito
